,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
224,10870,disease,tibial muscular dystrophy,MONDO,tibial muscular dystrophy,tibial muscular dystrophy
225,9254,disease,fucosidosis,MONDO,fucosidosis,fucosidosis
226,42499,disease,benign familial neonatal-infantile seizures 1,MONDO,benign familial neonatal-infantile seizures 1,benign familial neonatal-infantile seizures 1
227,7738,disease,spondyloepiphyseal dysplasia with congenital joint dislocations,MONDO,spondyloepiphyseal dysplasia with congenital joint dislocations,spondyloepimetaphyseal dysplasia with multiple dislocations
228,32824,disease,glycosylphosphatidylinositol biosynthesis defect 21,MONDO,glycosylphosphatidylinositol biosynthesis defect,glycosylphosphatidylinositol biosynthesis defect
229,8470,disease,spondyloepiphyseal dysplasia with punctate corneal dystrophy,MONDO,spondyloepiphyseal dysplasia with punctate corneal dystrophy,spondyloepiphyseal dysplasia with punctate corneal dystrophy
230,7366,disease,"seizures, benign familial neonatal, 2",MONDO,"seizures, benign familial neonatal","seizures, benign familial neonatal"
231,31001,disease,vitreoretinopathy with phalangeal epiphyseal dysplasia,MONDO,vitreoretinopathy with phalangeal epiphyseal dysplasia,vitreoretinopathy with phalangeal epiphyseal dysplasia
232,12015,disease,"nystagmus 3, congenital, autosomal dominant",MONDO,"nystagmus 3, congenital, autosomal dominant","nystagmus 3, congenital, autosomal dominant"
233,10173,disease,Mayer-Rokitansky-Kuster-Hauser syndrome type 1,MONDO,Mayer-Rokitansky-Kuster-Hauser syndrome type 1,Mayer-Rokitansky-Kuster-Hauser syndrome type 1
234,32835,disease,"spondyloepiphyseal dysplasia, nishimura type",MONDO,"spondyloepiphyseal dysplasia, nishimura type","spondyloepiphyseal dysplasia, nishimura type"
235,9882,disease,"plasma clot retraction factor, deficiency of",MONDO,"plasma clot retraction factor, deficiency of","plasma clot retraction factor, deficiency of"
236,12655,disease,"myoclonic epilepsy, juvenile, susceptibility to, 4",MONDO,"myoclonic epilepsy, juvenile, susceptibility to","myoclonic epilepsy, juvenile, susceptibility to"
237,32806,disease,"trichothiodystrophy 7, nonphotosensitive",MONDO,"trichothiodystrophy 7, nonphotosensitive","trichothiodystrophy 6, nonphotosensitive"
238,11715,disease,Seckel syndrome 2,MONDO,Seckel syndrome,Seckel syndrome
239,32917,disease,"hearing loss, autosomal dominant 76",MONDO,"hearing loss, autosomal dominant","hearing loss, autosomal recessive"
240,8366,disease,red cell permeability defect,MONDO,red cell permeability defect,red cell permeability defect
241,33541,disease,immunodeficiency 69,MONDO,immunodeficiency,immunodeficiency
242,7099,disease,familial visceral amyloidosis,MONDO,familial visceral amyloidosis,familial visceral amyloidosis
243,32911,disease,"hearing loss, autosomal dominant 75",MONDO,"hearing loss, autosomal dominant","hearing loss, autosomal recessive"
244,8671,disease,Waardenburg syndrome type 2A,MONDO,Waardenburg syndrome,Waardenburg syndrome
245,11839,disease,Newfoundland cone-rod dystrophy,MONDO,Newfoundland cone-rod dystrophy,Newfoundland cone-rod dystrophy
246,14032,disease,brachydactyly type A1C,MONDO,brachydactyly,brachydactyly
247,10184,disease,methylmalonic aciduria and homocystinuria type cblC,MONDO,methylmalonic aciduria and homocystinuria type cblC,methylmalonic aciduria and homocystinuria type cblC
248,32740,disease,"hearing loss, autosomal recessive 100",MONDO,"hearing loss, autosomal recessive","hearing loss, autosomal recessive"
249,10674,disease,mucopolysaccharidosis type 2,MONDO,mucopolysaccharidosis,mucopolysaccharidosis
250,14301,disease,dowling-degos disease 3,MONDO,dowling-degos disease,dowling-degos disease
251,10404,disease,X-linked non progressive cerebellar ataxia,MONDO,X-linked non progressive cerebellar ataxia,X-linked non progressive cerebellar ataxia
252,8257,disease,"platelet responsiveness to adrenaline, depressed",MONDO,"platelet responsiveness to adrenaline, depressed","platelet responsiveness to adrenaline, depressed"
253,9035,disease,"craniometaphyseal dysplasia, autosomal recessive",MONDO,"craniometaphyseal dysplasia, autosomal recessive","craniometaphyseal dysplasia, autosomal recessive"
254,9612,disease,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,MONDO,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency
255,13888,disease,"tremor, hereditary essential, 4",MONDO,"tremor, hereditary essential","tremor, hereditary essential"
256,30996,disease,"bleeding disorder, platelet-type, 24",MONDO,platelet-type bleeding disorder,platelet-type bleeding disorder
257,9269,disease,geleophysic dysplasia 1,MONDO,geleophysic dysplasia,geleophysic dysplasia
258,13754,disease,"cutis laxa, autosomal recessive, type 1B",MONDO,autosomal recessive cutis laxa,autosomal recessive cutis laxa
259,11530,disease,"mesomelic dysplasia, Savarirayan type",MONDO,"mesomelic dysplasia, Savarirayan type","mesomelic dysplasia, Savarirayan type"
260,8970,disease,chondrodysplasia Blomstrand type,MONDO,chondrodysplasia Blomstrand type,chondrodysplasia Blomstrand type
261,9660,disease,mucopolysaccharidosis type 4B,MONDO,mucopolysaccharidosis,mucopolysaccharidosis
262,13594,disease,spinocerebellar ataxia type 36,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
263,11025,disease,Cayman type cerebellar ataxia,MONDO,Cayman type cerebellar ataxia,Cayman type cerebellar ataxia
264,7604,disease,femoral-facial syndrome,MONDO,femoral-facial syndrome,femoral-facial syndrome
265,10296,disease,immunodeficiency 61,MONDO,immunodeficiency,immunodeficiency
266,32827,disease,"epilepsy, idiopathic generalized, susceptibility to, 16",MONDO,"epilepsy, idiopathic generalized, susceptibility to","myoclonic epilepsy, juvenile, susceptibility to"
267,10248,disease,X-linked spondyloepimetaphyseal dysplasia,MONDO,X-linked spondyloepimetaphyseal dysplasia,X-linked spondyloepimetaphyseal dysplasia
268,7828,disease,"indifference to pain, congenital, autosomal dominant",MONDO,"indifference to pain, congenital, autosomal dominant","indifference to pain, congenital, autosomal dominant"
269,7630,disease,North Carolina macular dystrophy,MONDO,North Carolina macular dystrophy,North Carolina macular dystrophy
270,8703,disease,acromesomelic dysplasia 2A,MONDO,acromesomelic dysplasia,acromesomelic dysplasia
271,16581,disease,conotruncal heart malformations,MONDO,conotruncal heart malformations,conotruncal heart malformations
272,7804,disease,Pallister-Hall syndrome,MONDO,Pallister-Hall syndrome,Pallister-Hall syndrome
273,11061,disease,"chorea, remitting, with nystagmus and cataract",MONDO,"chorea, remitting, with nystagmus and cataract","chorea, remitting, with nystagmus and cataract"
274,16675,disease,distal arthrogryposis type 10,MONDO,"arthrogryposis, distal,","arthrogryposis, distal,"
275,100083,disease,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,MONDO,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1,hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1
276,7218,disease,brachydactyly type A4,MONDO,brachydactyly,brachydactyly
277,11274,disease,Muenke syndrome,MONDO,Muenke syndrome,Muenke syndrome
278,11275,disease,"acromesomelic dysplasia 1, Maroteaux type",MONDO,"acromesomelic dysplasia 1, Maroteaux type","acromesomelic dysplasia 1, Maroteaux type"
279,13081,disease,lymphoproliferative syndrome 1,MONDO,lymphoproliferative syndrome,lymphoproliferative syndrome
280,29141,disease,"Usher syndrome, type 4",MONDO,"Usher syndrome,","Usher syndrome,"
281,8384,disease,rheumatoid nodulosis,MONDO,rheumatoid nodulosis,rheumatoid nodulosis
282,14603,disease,autosomal dominant nonsyndromic hearing loss 40,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
283,7397,disease,"craniometaphyseal dysplasia, autosomal dominant",MONDO,"craniometaphyseal dysplasia, autosomal dominant","craniometaphyseal dysplasia, autosomal recessive"
284,13444,disease,nephronophthisis 9,MONDO,nephronophthisis,nephronophthisis
285,8473,disease,"spondyloepimetaphyseal dysplasia, Maroteaux type",MONDO,"spondyloepimetaphyseal dysplasia, Maroteaux type","spondyloepimetaphyseal dysplasia, Maroteaux type"
286,32914,disease,"ciliary dyskinesia, primary, 44",MONDO,"ciliary dyskinesia, primary","ciliary dyskinesia, primary"
287,11888,disease,immunodeficiency 67,MONDO,immunodeficiency,immunodeficiency
288,100151,disease,nephropathic cystinosis,MONDO,nephropathic cystinosis,nephropathic cystinosis
289,13136,disease,hereditary hypotrichosis with recurrent skin vesicles,MONDO,hereditary hypotrichosis with recurrent skin vesicles,hereditary hypotrichosis with recurrent skin vesicles
290,8766,disease,amaurosis-hypertrichosis syndrome,MONDO,amaurosis-hypertrichosis syndrome,amaurosis-hypertrichosis syndrome
291,8300,disease,Prader-Willi syndrome,MONDO,Prader-Willi syndrome,Prader-Willi syndrome
292,24541,disease,trichohepatoenteric syndrome 1,MONDO,trichohepatoenteric syndrome,trichohepatoenteric syndrome
293,11355,disease,cone-rod dystrophy 7,MONDO,cone-rod dystrophy,cone-rod dystrophy
294,10023,disease,combined immunodeficiency due to ZAP70 deficiency,MONDO,combined immunodeficiency due to ZAP70 deficiency,combined immunodeficiency due to ZAP70 deficiency
295,7824,disease,"incisors, lower central, absence of",MONDO,"incisors, lower central, absence of","incisors, lower central, absence of"
296,10206,disease,hypotrichosis 8,MONDO,hypotrichosis,hypotrichosis
297,8603,disease,trigonocephaly 1,MONDO,trigonocephaly,trigonocephaly
298,14275,disease,Fanconi renotubular syndrome 3,MONDO,Fanconi renotubular syndrome,Fanconi renotubular syndrome
299,20796,disease,Silver-Russell syndrome 1,MONDO,Silver-Russell syndrome,Silver-Russell syndrome
300,9155,disease,EEM syndrome,MONDO,EEM syndrome,EEM syndrome
301,14502,disease,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,MONDO,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency
302,8237,disease,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,MONDO,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome
303,14810,disease,pancytopenia due to IKZF1 mutations,MONDO,pancytopenia due to IKZF1 mutations,pancytopenia due to IKZF1 mutations
304,8434,disease,Smith-Magenis syndrome,MONDO,Smith-Magenis syndrome,Smith-Magenis syndrome
305,12376,disease,autosomal recessive nonsyndromic hearing loss 55,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
306,12375,disease,autosomal recessive nonsyndromic hearing loss 47,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
307,11760,disease,Scheie syndrome,MONDO,Scheie syndrome,Scheie syndrome
308,12903,disease,autosomal recessive nonsyndromic hearing loss 45,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
309,12748,disease,primary ciliary dyskinesia 7,MONDO,"ciliary dyskinesia, primary","ciliary dyskinesia, primary"
310,9292,disease,glycogen storage disease due to glycogen branching enzyme deficiency,MONDO,glycogen storage disease due to glycogen branching enzyme deficiency,glycogen storage disease due to glycogen branching enzyme deficiency
311,9692,disease,primary myelofibrosis,MONDO,primary myelofibrosis,primary myelofibrosis
312,12556,disease,DK1-congenital disorder of glycosylation,MONDO,DK1-congenital disorder of glycosylation,DK1-congenital disorder of glycosylation
313,8225,disease,normokalemic periodic paralysis,MONDO,normokalemic periodic paralysis,normokalemic periodic paralysis
314,9614,disease,"methylmalonic aciduria, cblB type",MONDO,"methylmalonic aciduria, cblB type","methylmalonic aciduria, cblB type"
315,9520,disease,3-hydroxy-3-methylglutaric aciduria,MONDO,3-hydroxy-3-methylglutaric aciduria,3-hydroxy-3-methylglutaric aciduria
316,14083,disease,"agammaglobulinemia 7, autosomal recessive",MONDO,"agammaglobulinemia 7, autosomal recessive","agammaglobulinemia 7, autosomal recessive"
317,8582,disease,tooth and nail syndrome,MONDO,tooth and nail syndrome,tooth and nail syndrome
318,11177,disease,"ectodermal dysplasia 4, hair/nail type",MONDO,"ectodermal dysplasia 4, hair/nail type","ectodermal dysplasia 9, hair/nail type"
319,859167,disease,hypokalemic tubulopathy and deafness,MONDO,hypokalemic tubulopathy and deafness,hypokalemic tubulopathy and deafness
320,30294,disease,megacystis-microcolon-intestinal hypoperistalsis syndrome 3,MONDO,megacystis-microcolon-intestinal hypoperistalsis syndrome,megacystis-microcolon-intestinal hypoperistalsis syndrome
321,7478,disease,autosomal dominant Kenny-Caffey syndrome,MONDO,autosomal dominant Kenny-Caffey syndrome,autosomal dominant Kenny-Caffey syndrome
322,14828,disease,immunodeficiency-centromeric instability-facial anomalies syndrome 3,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome
323,30905,disease,"hearing loss, autosomal recessive 117",MONDO,"hearing loss, autosomal recessive","hearing loss, autosomal recessive"
324,10026,disease,SHORT syndrome,MONDO,SHORT syndrome,SHORT syndrome
325,9294,disease,glycogen storage disease VI,MONDO,glycogen storage disease,glycogen storage disease
326,14968,disease,"encephalopathy, progressive, with amyotrophy and optic atrophy",MONDO,"encephalopathy, progressive, with amyotrophy and optic atrophy","encephalopathy, progressive, with amyotrophy and optic atrophy"
327,9933,disease,congenital pulmonary lymphangiectasia,MONDO,congenital pulmonary lymphangiectasia,congenital pulmonary lymphangiectasia
328,9550,disease,renal hypomagnesemia 3,MONDO,renal hypomagnesemia,renal hypomagnesemia
329,14803,disease,spasticity-ataxia-gait anomalies syndrome,MONDO,spasticity-ataxia-gait anomalies syndrome,spasticity-ataxia-gait anomalies syndrome
330,11160,disease,autosomal recessive nonsyndromic hearing loss 15,MONDO,autosomal recessive nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss
331,18855,disease,keratosis pilaris atrophicans,MONDO,keratosis pilaris atrophicans,keratosis pilaris atrophicans
332,7943,disease,Nager acrofacial dysostosis,MONDO,Nager acrofacial dysostosis,Nager acrofacial dysostosis
333,7245,disease,"cafe au lait spots, multiple",MONDO,"cafe au lait spots, multiple","cafe au lait spots, multiple"
334,8702,disease,achondrogenesis type II,MONDO,achondrogenesis,achondrogenesis
335,14338,disease,IL21-related infantile inflammatory bowel disease,MONDO,IL21-related infantile inflammatory bowel disease,IL21-related infantile inflammatory bowel disease
336,32801,disease,erythrokeratodermia variabilis et progressiva 6,MONDO,erythrokeratodermia variabilis et progressiva,erythrokeratodermia variabilis et progressiva
337,14945,disease,"myopathy, distal, with rimmed vacuoles",MONDO,"myopathy, distal, with rimmed vacuoles","myopathy, distal, with rimmed vacuoles"
